category,alcohol (%),rating,price ($)
Sparkling,11.5,87,10
Red,13.5,87,27
Red,13.5,86,28
Red,15,87,62
Red,15,86,20
Red,14.4,87,22
White,13,89,18
Red,14.5,84,20
White,14,87,16
Red,14.9,91,55
White,12,90,18
Red,13.5,91,16
Red,14.6,88,38
Red,12,84,13
Red,14,90,19
Red,10,86,14
Red,14.5,92,62
Red,14,93,77
Red,14,90,21
White,12.5,87,15
Red,13,86,12
White,13.8,85,40
White,13.5,95,26
Red,14,88,26
White,13,95,120
White,13,87,19
Port/Sherry,17,90,30
Red,14.1,82,24
Red,14,91,25
White,14,89,15
Red,13.5,88,21
Red,13,90,22
Sparkling,11,89,20
Rose,13,85,15
Red,13.5,87,12
Red,14.5,90,48
Red,14.2,90,65
Red,13.8,86,28
Red,13.5,93,45
Sparkling,12.5,95,135
Red,14,87,100
White,13.9,85,30
Rose,12.5,88,17
Red,14,85,15
Red,14.3,87,30
White,13.5,90,18
Red,13.5,84,12
White,12,90,17
Red,13,86,9
Red,14.5,89,60
Red,14.5,93,29
White,13,89,34
Red,13.6,87,60
Red,13.5,87,21
Red,13.5,92,32
Dessert,13.4,87,24
Red,14.5,93,35
Red,13.8,86,50
White,13,90,29
Red,13.8,92,40
Red,13.5,85,25
Red,14.8,87,30
Rose,14.9,90,34
White,13,87,50
Red,14.5,90,46
White,12.5,89,14
White,13.5,83,11
Rose,13,88,15
Sparkling,11.5,86,17
Red,13.5,89,24
Dessert,10.5,95,45
Rose,12.5,88,29
White,13,86,13
Red,14.5,93,85
Red,15.5,86,13
Red,14.6,91,45
Red,15.2,91,55
Red,14,95,65
White,13.8,91,25
Red,14.65,92,36
Red,13.5,83,15
White,12.5,86,15
Red,13.9,88,38
Red,13,96,60
White,14.5,92,40
Sparkling,12.5,94,64
White,13,87,35
Port/Sherry,20,93,60
Red,15,92,99
White,13.9,90,28
White,13.5,91,25
Sparkling,12.8,91,42
Rose,12.5,88,16
White,14.2,90,100
White,12.5,88,18
Red,13.5,85,14
White,13,85,19
Red,13,93,28
Red,14.5,94,32
White,13.6,85,10
White,13.8,91,32
Red,15,92,35
Red,14.5,92,65
Red,14.8,85,65
Red,14.5,91,55
Red,15,89,21
Red,14,85,17
Red,14.5,91,41
White,13,84,10
Red,14.6,83,35
Red,15,85,60
White,13.7,87,19
Red,13.5,88,13
Red,14.5,84,11
White,13,90,19
Red,14.7,92,49
Red,14,90,60
Red,15.1,89,49
White,13.8,90,20
Red,14.8,88,80
Sparkling,12.5,91,55
White,13,91,17
Red,14.2,93,45
Red,14,93,29
Dessert,8,93,143
White,14.5,90,30
White,12.5,89,27
Red,15.1,92,52
White,13.3,87,14
Red,13.8,86,25
White,13.5,95,35
White,13.5,90,45
White,12,88,12
Sparkling,10.7,92,45
Red,14.44,89,25
White,13,88,15
Red,14,89,55
Red,13,85,9
Red,13,86,14
Red,14.7,92,75
Port/Sherry,20,97,120
Red,14,91,38
White,12.5,87,15
Red,13,83,18
Red,14.7,93,45
Red,15.2,92,65
Red,14.5,83,55
Red,12.5,96,50
Red,13.5,87,9
White,13.5,87,16
Red,14,90,28
White,13,87,20
White,12.5,86,14
White,13.5,93,55
Red,14.5,90,40
Sparkling,11,84,15
White,13.4,82,10
Port/Sherry,18,89,35
Red,14.8,90,65
Red,15.1,92,32
White,13.5,87,13
White,12.5,86,11
White,13.6,88,16
Red,13,90,27
White,11.5,88,13
Red,14,90,22
Red,14,87,13
Red,12.5,85,60
White,8,87,10
White,13,85,16
White,14.3,88,27
Red,15,89,76
Red,14.5,91,19
White,13,86,17
Red,14,88,58
Red,12.5,87,22
Red,15.5,88,26
White,13,92,36
White,12.5,83,7
Red,13.5,86,11
Red,12.8,90,38
Sparkling,12,90,23
White,13.5,90,20
White,11.5,85,8
Red,14.5,82,18
Red,13.6,82,35
White,14,94,80
Red,13,89,20
Red,13.9,91,29
Red,13.5,87,15
Red,15,90,30
Red,14,88,46
Red,13.5,91,40
White,14.3,88,24
Red,12.7,88,35
White,11.6,90,20
Rose,12.5,89,18
Red,14.5,87,26
Red,14.2,91,45
Red,15.8,90,25
Red,14,92,25
Port/Sherry,20,92,900
Sparkling,12,93,120
Red,16,88,42
Red,14.3,87,18
Red,13.9,86,80
Red,14,82,22
Red,14.4,90,25
Rose,13.5,88,18
Red,14,88,22
Red,14.7,84,28
Red,14,86,20
Red,14,86,11
Red,14.5,92,25
White,13.7,89,28
White,12,90,26
Red,13,82,6
Red,13.8,85,10
Sparkling,12.5,90,21
Red,14.3,82,10
Red,14.4,89,50
Red,14.5,88,17
White,11.5,84,14
White,14,92,34
White,13.5,89,19
Rose,12.5,83,10
Red,13,87,11
Sparkling,12,86,10
Red,14,89,23
White,13.2,90,18
Red,14.5,93,55
Dessert,15,90,22
Red,14.5,87,27
Red,14.2,94,52
Red,14.4,90,50
Red,14.6,89,30
White,12.5,85,10
Red,14,91,24
White,13.5,90,17
White,13,92,30
White,13.7,92,20
White,12,87,11
Red,13.8,83,12
White,11.5,87,14
Red,14.4,88,36
White,13,88,13
Red,14.5,87,45
Red,14,86,100
Red,13.5,86,22
Red,12.8,85,22
Red,14.8,87,25
White,12.5,82,7
White,13.5,88,10
Red,14,88,20
White,13.1,90,24
Rose,13,85,10
Red,14,91,23
Red,13.9,85,34
Red,15.5,95,110
Red,14,91,29
Red,14.5,95,50
Red,14.9,86,82
White,13.5,94,38
Red,14.1,90,75
White,14.15,89,38
Red,14,89,40
Red,14.8,89,23
Red,13.5,93,90
Red,13,87,22
Sparkling,12.5,85,32
Dessert,11.6,85,20
Red,14.5,84,50
Sparkling,12,82,13
Red,14.5,92,70
Red,13,88,18
Red,13.3,86,14
White,13,81,27
Red,14.5,89,12
Red,14.2,88,28
Red,13.5,87,85
White,12.5,85,15
White,13,88,80
Red,13.5,94,43
White,13.5,91,110
White,13.8,88,24
White,13,84,24
Red,14.7,92,45
Red,14.2,85,34
White,13.5,88,37
White,14,89,19
Red,14.5,95,75
Red,14.9,88,65
Port/Sherry,19,86,18
White,13.3,89,28
Red,13,87,18
Red,13.5,93,48
White,13,88,20
Port/Sherry,20,86,20
Red,14.5,90,23
Red,15.8,90,50
Red,13.5,90,77
White,13,85,11
White,13.5,80,11
Red,13.8,94,58
White,13,86,25
White,8,85,40
Dessert,17,90,19
Red,16,88,50
White,12.5,91,90
Red,13,92,75
Red,13.5,86,22
Red,14,86,16
Sparkling,12,88,24
Dessert,7,86,12
Dessert,8,90,50
White,13.6,92,65
Red,12.5,89,29
Rose,12.7,82,19
White,13.5,92,50
Red,14.5,91,125
Red,14.4,90,44
White,11.8,91,22
Red,14,90,45
White,12.5,91,50
Sparkling,12.5,91,43
Rose,13,87,14
White,12.5,84,18
White,13.5,89,14
White,13,87,12
Red,14.7,96,75
Port/Sherry,17,87,11
Sparkling,11,81,7
Red,13.5,88,20
Red,13.6,94,121
Red,15.2,88,28
Red,14.5,87,16
Dessert,13.5,90,59
White,13,89,22
Red,13.5,92,65
Sparkling,11.5,86,11
Rose,13,86,13
Red,14.5,88,20
White,13.9,84,7
Red,14.5,88,22
Rose,13.5,90,30
Red,14.9,87,35
Red,14.3,87,28
Red,13,83,26
Red,13,86,9
Red,14.2,88,85
Red,14.7,82,18
Red,14.5,91,90
Red,14,87,30
Red,14.5,91,130
Red,13,85,28
White,14.2,90,36
White,13.2,87,10
White,13.5,88,12
White,14.4,91,45
Red,14.5,93,29
Red,16,88,70
White,12.5,85,14
White,14.5,89,54
Red,14.4,94,49
Red,13,92,48
White,13.2,90,14
White,12.5,86,10
Rose,12,83,13
Red,14,85,18
White,11.5,86,10
Rose,14.4,88,32
White,14.8,91,28
Red,14.5,92,59
White,11,89,22
Red,12,88,17
Red,13.6,91,44
White,13.5,91,35
Red,13.5,89,14
Sparkling,12.5,91,55
Red,13.34,84,28
Sparkling,13,88,25
Red,15.8,88,44
White,13.5,90,16
Red,13,92,35
Red,14.5,89,19
Red,14.5,88,28
Red,14.5,92,58
Sparkling,12.5,91,39
Red,13.5,89,24
Red,14.5,90,45
Red,14.1,91,50
White,13,89,35
Red,13.5,89,50
Red,13.9,92,65
Sparkling,12.5,90,77
Red,14.5,91,125
Red,14.1,92,50
Rose,13,91,18
White,13.8,86,40
White,12,93,28
Red,14.8,91,75
White,11,85,13
Red,14.1,95,90
White,14.3,94,48
Red,15,88,90
White,14.4,90,70
Red,14.5,88,45
Red,13.5,86,40
White,13.5,90,24
White,11.9,85,11
White,12.5,84,23
Red,14.5,92,85
Red,13.9,89,50
White,13.5,87,16
Red,14,91,30
Red,14.5,92,45
Red,13.5,87,24
Rose,13.1,88,19
Red,13.5,83,14
Red,14,91,35
Sparkling,12,89,21
Red,14.5,86,55
White,13,88,33
Red,13.5,85,8
White,12.9,85,22
Rose,12.5,88,22
Sparkling,11.5,87,56
Red,13,91,27
Red,13,90,42
Red,14.5,85,18
Red,14.5,87,20
Red,13,91,66
Red,14.5,84,185
Red,14,87,40
Red,14,88,13
Red,14.8,89,23
Red,14.5,91,33
White,13,90,23
Red,14,92,47
Red,12.5,87,23
Red,13.3,86,18
White,11.5,85,13
Red,15.5,87,28
Red,15,88,30
White,14,89,16
Red,12.5,85,12
White,13.5,82,9
White,11,90,16
Red,13.5,84,8
Red,13.5,88,28
Red,15,87,50
Red,14,87,28
Red,14.4,83,26
White,13.5,84,16
White,14.1,91,45
Red,12.5,81,15
Red,14,99,225
White,12.5,87,16
White,14.1,91,28
Red,14.2,91,40
White,13.5,86,10
Red,13.5,88,14
White,13,89,20
White,13.5,88,25
Red,13.5,86,11
White,13.7,94,50
Rose,12.5,89,13
White,9,92,41
Red,15.5,93,75
Red,13.5,82,10
Rose,12.5,87,24
Red,13,92,100
Red,13,90,38
Red,15,85,45
Red,14.5,94,64
White,14,94,60
White,14.5,84,38
Red,14,86,20
Red,14.5,87,188
Red,14,90,23
Red,13.5,90,48
Red,14,90,37
Red,14,85,18
White,13,93,21
Red,14.8,86,35
Red,14.5,84,50
White,13.5,86,20
White,14.2,84,36
Red,13.5,90,25
Red,16.8,87,60
Red,14.7,88,30
Red,14,88,19
Red,14.2,93,29
Sparkling,12,89,25
White,12.5,90,27
Red,14.5,90,55
Red,13.5,84,34
Sparkling,13.5,86,25
Red,14.8,88,26
Red,14.7,84,38
Red,14.5,88,16
White,13,87,20
Red,14,86,20
White,13.7,86,14
Red,13.5,92,35
Red,13.5,91,25
Red,13,90,13
Red,14,85,10
White,12.5,92,25
White,13.2,85,35
White,14,81,11
Red,15,91,25
Red,13.9,87,15
Red,13.9,87,25
Red,13.5,88,27
Red,14.4,85,10
White,13.8,92,41
Red,14.5,91,65
White,12.5,87,12
Red,14,84,30
Red,14.5,92,20
Red,14.3,87,20
Red,13.5,84,15
Rose,12,89,16
Red,14.5,90,20
White,12,87,17
Red,13.5,91,20
White,13,86,10
Red,13,90,64
White,13.5,88,17
Red,15.5,90,100
Sparkling,13,91,48
White,13.2,82,20
Red,13.5,88,40
Port/Sherry,20,90,60
Rose,13,88,20
White,13,92,40
Red,13,87,46
White,14,85,15
White,14,91,35
Red,14.5,90,50
Red,13,93,17
White,12,88,23
White,13,89,23
Sparkling,11,87,12
Red,13.5,83,14
Red,14,90,90
Red,14.8,89,52
Red,13.5,86,15
Red,14.9,93,50
Sparkling,12,95,171
White,13.5,92,27
Red,14.5,94,60
White,13,88,22
White,12.5,86,14
Red,14.5,91,58
Red,13.5,85,18
Red,13.5,85,20
White,14.9,94,70
White,14.4,91,45
Red,13.5,88,18
White,12.5,89,18
White,13,86,10
Red,14.3,90,19
Red,14.2,90,17
Red,15.2,88,92
Red,15,87,45
Sparkling,11,84,12
Red,14.2,94,61
White,13,91,36
White,13,96,60
White,14.4,87,37
White,13.7,83,22
Red,14.5,93,45
Red,15,93,70
Red,14.4,87,25
Red,13.5,87,29
Red,13,88,30
Red,14.5,88,52
Red,13.5,83,15
Red,13.5,87,8
Red,14.4,89,30
Red,14.8,87,30
White,13,91,25
Red,15.1,91,45
Red,14.5,94,120
Rose,12,86,13
Red,14,90,24
Red,13.8,82,30
Red,14.7,95,85
Rose,11.5,86,10
Red,14.5,81,24
Port/Sherry,19.5,91,28
Red,14,82,10
White,13.5,84,15
Red,14.5,92,100
Red,14.3,82,20
Sparkling,12,87,22
Red,13,82,10
Red,14,93,49
White,13,90,39
White,13.5,87,12
Red,14.5,84,15
Red,15.1,89,50
Red,14,91,55
White,13.5,85,17
White,14.1,88,32
White,14.1,87,29
White,13.5,85,12
Red,14.4,83,12
Rose,11.5,85,8
White,13.5,85,10
Red,14.5,87,20
Red,13.5,89,52
Red,14.6,91,35
White,13.5,94,27
Red,14.7,84,20
Red,14.2,92,25
Rose,12,87,13
Red,14.8,88,25
White,11.5,85,9
Red,14.2,91,50
White,13,86,11
White,12.8,93,28
Red,14.2,91,30
White,14.5,85,15
Rose,13,84,8
Red,13,91,36
White,13.5,84,7
Rose,12.5,88,16
Red,15,87,14
Red,13.5,88,28
Red,14.5,84,15
Red,14.4,91,42
Red,13.9,88,20
White,12.5,92,52
Red,12.5,91,54
White,13.8,90,18
Red,14.5,91,75
Red,14.8,84,48
White,12.5,86,15
Red,13.5,90,40
Red,12.5,87,22
Red,13.9,88,12
White,8.5,89,10
Red,15.5,90,42
Red,13,96,90
Red,14,91,50
Red,13.5,89,40
Red,13,89,30
White,13.6,85,28
Red,14.5,88,60
White,12,86,12
Red,14.5,81,30
Red,13.5,90,19
Red,13.4,84,14
Red,15.5,86,140
Red,13.5,89,25
White,14.3,88,18
Red,14.2,95,48
Red,13,90,71
Red,14,84,11
Red,13.7,91,36
White,13,88,19
Red,14.2,91,200
Red,13.5,85,16
Red,14,90,28
Red,14.9,91,110
White,14.2,92,45
Red,12.5,87,12
Red,14.2,86,15
Red,14,87,26
White,14.1,92,17
Red,15.1,85,58
Red,14.5,88,25
Red,14.5,93,80
White,12.8,86,22
Dessert,10,92,35
White,13.5,91,29
White,12.5,85,15
White,14.4,88,25
Red,15.4,90,45
White,13,85,13
White,12,95,45
Red,14.5,89,15
Red,13.5,87,24
Red,13.8,91,60
Red,14.1,90,30
Red,13.5,85,20
White,12.5,86,26
Red,13,90,30
White,13,86,12
Red,13.9,83,13
Red,14.5,91,25
Red,14,91,56
White,14.2,90,28
Red,14.5,94,100
White,12,83,11
White,13.5,86,19
White,13.5,90,20
Red,14.5,90,95
Red,12.8,85,22
Red,14.5,83,20
White,13,87,30
White,14.2,89,28
Red,13.8,86,28
White,13.5,85,14
White,13.5,94,27
White,11.5,94,29
White,12.5,89,24
Red,15.2,94,85
Red,14.5,86,23
Red,13.9,84,14
White,12.5,91,22
Rose,14,89,20
Red,13.5,88,15
White,13.2,83,15
White,12.5,87,35
White,13,88,22
Red,15.5,86,48
Red,13.9,88,26
Red,14,86,12
Rose,13.8,88,35
White,14.4,90,29
Sparkling,12,85,41
Red,14.5,90,20
Red,13.5,88,18
Rose,12.5,89,20
White,12.5,88,19
White,13.5,82,10
Red,14.7,91,45
White,13.8,94,44
White,13.5,88,20
Red,13.5,90,32
Port/Sherry,17,90,23
Red,14.9,90,90
Red,14,92,57
White,14.2,86,26
Red,15,89,300
Red,12.5,86,10
White,12.3,83,16
Red,14,81,35
Red,13.5,88,16
Red,13.5,89,25
White,13.5,88,13
White,11.5,89,12
White,12,91,20
Red,14.4,82,10
Red,14.3,86,15
Red,14.5,92,60
White,13.5,90,35
Red,14.5,92,78
Red,15.1,81,24
Red,15.4,89,22
Red,14.5,90,35
White,10.5,91,16
Red,14.8,88,25
Red,13.5,93,160
Red,13,90,23
White,14,86,25
Red,14.5,87,72
Red,14.5,91,28
Red,13.9,89,38
Red,14,93,130
Red,13.9,89,30
Red,14,80,40
Red,14.3,88,20
White,13,89,25
White,13.5,88,19
Red,14.5,89,15
Red,14.5,94,50
Red,14.5,87,41
White,12,91,20
Sparkling,7,87,18
Red,14.3,92,90
Rose,12,86,18
Red,13,84,14
White,13,82,11
Sparkling,12.5,90,25
Red,14.5,87,43
Red,14,89,35
Red,13.5,89,15
Sparkling,12.5,88,25
Red,13.9,88,32
Red,14.5,92,59
White,12.5,90,24
White,14.5,88,25
Red,15.2,90,55
Red,13.5,86,14
White,13,85,14
Red,14.1,88,50
Red,13.9,88,28
Sparkling,12.5,80,14
Sparkling,11.5,84,10
Red,13.5,94,30
White,13,88,30
White,13.5,90,16
Red,12.5,80,6
Red,14,86,19
Red,14.5,91,65
Red,15.1,91,86
White,13,85,12
Red,14.5,88,50
Red,13.5,81,10
Red,14.5,88,18
Red,14.2,87,23
White,14,91,17
Red,13,86,13
Red,14,86,17
Red,15,90,90
Port/Sherry,19.5,92,90
White,14.2,90,40
White,12,85,11
Rose,13.3,90,15
White,12.3,88,65
Red,14.5,92,35
White,13.5,91,23
Red,14,87,17
White,13.5,94,52
Red,13,88,40
White,12.5,90,34
Red,12,87,14
White,14.5,87,26
Red,14,89,70
Red,14.5,90,16
Red,13,87,18
White,13,91,16
Red,14.5,86,35
Red,13.5,88,26
White,13.5,85,55
Red,13.5,91,58
Red,15,88,24
Red,13.5,90,14
Red,14.5,89,19
Red,14.5,88,21
Red,13.1,85,28
White,13.6,88,22
Red,14,91,15
Red,13.9,94,55
Red,15.6,93,85
Red,13.6,88,13
Red,13.5,90,12
Red,15,84,17
Rose,12,84,24
Red,14.5,85,70
Rose,12.1,91,72
Rose,12.5,88,13
Red,13.5,87,24
White,12.5,85,9
White,14.2,94,125
Red,15.5,89,25
Red,14,95,250
Red,14,88,13
Red,14.5,85,24
White,13.5,93,59
Red,14.1,91,53
Red,13.4,85,11
Dessert,8,94,60
Red,14.2,91,60
White,14,91,45
White,13.5,84,14
White,14.5,93,55
White,13.1,83,11
Red,14,80,20
Red,14.4,91,45
Red,14,93,213
Red,14.4,92,75
White,12,89,15
Red,13,85,27
Red,14.7,86,30
Red,14.1,91,55
White,13,86,12
Red,13,86,14
Red,13,86,18
Red,12.5,86,21
Red,14.3,91,42
White,14.5,87,15
Red,13.5,90,15
White,13,90,45
White,13,89,21
Red,14.5,90,80
Rose,13.9,84,12
White,13.5,97,144
White,13.5,85,9
White,12.5,88,23
Rose,12.5,87,16
Red,13.5,84,20
White,12,88,21
Red,14.7,93,175
Red,13.5,88,30
Red,14.4,87,25
Red,13.5,93,25
Sparkling,12,87,25
Sparkling,12.5,90,24
White,13.9,83,24
White,13.9,83,17
Red,13.1,88,25
Sparkling,12,87,20
Red,14.2,84,48
Red,15,86,40
White,12.5,91,22
White,12.6,89,14
White,11.5,85,10
White,15.1,89,23
Red,14.1,87,20
White,13,87,19
Red,13,87,34
White,13.5,92,39
White,13,86,29
Red,13.5,84,19
Sparkling,12.5,91,300
Red,14.8,82,18
Red,14.5,84,40
Rose,12.5,84,9
White,13.5,88,15
Rose,13,88,24
White,14,83,10
White,14.5,88,15
Red,14,82,8
Red,13.5,91,35
Red,13,81,13
Red,13.5,88,18
Rose,12.5,84,17
Sparkling,12,89,20
Red,13.3,86,17
Red,14,87,15
Red,13.1,90,36
Red,13.4,90,35
White,12.5,91,22
Red,13,85,28
Red,14.2,92,69
Red,12.5,86,18
Red,13.9,90,112
Sparkling,12.5,88,16
Sparkling,12.5,86,13
Red,15.1,84,65
Red,13,93,50
Red,12.4,86,26
White,13.4,89,18
Sparkling,12,95,44
White,12.5,88,10
White,14.4,90,29
Red,14.1,83,38
White,12,83,20
Red,13.5,86,30
Red,14.5,87,79
Red,14,93,240
Red,14.3,83,32
Rose,13.5,90,16
White,13,89,27
Red,15.5,90,15
White,13.5,84,13
Red,13,85,9
White,12.5,85,9
Red,13.5,85,20
White,13.5,90,32
Red,14,92,125
Red,14,93,50
Red,14,83,25
White,12.9,88,15
White,11.5,87,39
White,14.4,87,20
Red,15.4,92,38
Red,21,84,40
Red,13.9,94,75
Rose,12,86,20
White,14.1,90,22
Fortified,16.5,90,35
Red,14.1,87,55
Red,15,92,205
Red,14.5,90,100
White,12.5,82,9
Red,14,89,33
Red,13.5,91,90
Sparkling,11.5,86,10
Sparkling,12,90,99
Rose,12,88,14
Red,13.5,87,17
White,13.5,92,55
Sparkling,12,90,45
Red,13,87,19
Red,13.8,90,45
Red,15.8,91,34
Red,13.5,89,26
Rose,14,93,50
Red,14.2,90,56
Red,13.8,91,15
Red,14.5,93,60
Red,14.4,87,40
Red,13.5,92,45
Red,13,85,10
Red,14.1,90,50
White,13.6,94,31
Red,14.4,86,75
Red,13.5,86,9
Red,13.5,83,10
Red,14.6,87,55
Red,14.5,92,40
Red,14.5,92,120
Red,14.5,91,50
Sparkling,12.5,98,300
Rose,13,92,30
White,13.2,87,19
White,12.5,93,60
Red,14.5,90,29
White,12.5,89,20
Red,14,90,79
Rose,13,84,24
Red,14,93,29
White,14,87,10
Red,13.5,90,107
Red,14,93,52
White,14.1,85,38
Red,14.5,92,35
White,12.5,86,15
Red,14.8,93,30
Red,12.5,82,7
Red,13.5,93,60
Red,14,85,40
Red,14.6,88,36
Red,14.3,86,34
Rose,13,89,20
White,12,88,16
Red,13.5,87,15
White,13,90,33
Red,13.5,95,100
White,13.5,92,32
Red,14.3,90,65
Red,14,87,15
Red,13.5,86,9
Red,14.8,90,60
Red,14.5,87,24
Red,13.2,83,30
Red,14.5,88,48
White,9,89,15
White,12.5,88,23
Red,14.5,90,24
Red,17,92,63
Red,14.1,92,35
Red,12.5,90,17
White,13.3,87,14
White,11.8,88,14
Red,15.2,91,19
White,13.5,88,18
Red,14.5,92,42
Red,14,86,23
Red,14,89,30
White,13.8,89,25
White,12.2,87,14
White,14.5,87,17
White,12.5,86,25
Red,14.1,90,27
Red,14,87,48
Red,16,90,50
Red,14.5,89,13
Red,12.5,84,9
White,13.8,90,32
Rose,12.5,87,12
White,14.6,92,65
Rose,12,86,32
White,14.1,89,23
Red,14.5,92,123
White,12,86,9
Red,14.5,84,35
Sparkling,11.5,93,45
Red,14.2,94,25
White,11,88,13
Red,14.9,91,50
Port/Sherry,16.5,87,25
Red,14.4,87,30
White,14.1,91,50
Red,13.9,85,15
Red,13,90,10
White,13.5,87,27
Red,14.1,91,40
Red,14,89,45
Red,13,89,30
Red,14,89,32
White,13.9,91,32
White,13,89,20
Red,14.5,86,54
Red,16.5,91,110
Red,14.5,92,25
White,13,94,79
Dessert,13.5,89,25
Red,14.4,88,34
Red,14.7,86,41
Red,13,88,10
White,13.9,91,33
Sparkling,12.5,91,45
White,13,85,17
Red,14.6,89,65
Sparkling,12.5,88,20
White,12.5,92,34
Red,13,92,30
Red,14.4,86,25
Sparkling,11.5,87,12
White,13.5,87,22
Sparkling,11.5,87,22
Red,14.5,86,16
Red,14.5,88,14
Red,15,89,55
Red,14.5,93,35
White,13.5,88,20
White,13.5,89,40
Red,13,89,27
Sparkling,13.1,85,20
Red,14.6,93,75
Red,12,90,30
Red,17,88,30
Red,13.8,81,11
Red,13,83,23
Red,13.5,82,10
Red,14.1,85,28
Red,14.4,94,46
Red,13.7,94,34
Sparkling,12.5,88,42
Red,14.1,91,36
Dessert,15.5,88,62
Red,14.5,95,90
Red,15,91,44
White,14.3,95,48
White,12.5,87,28
White,13,83,13
Red,13.9,88,30
White,12,87,11
White,13,89,65
Red,14.5,92,30
Sparkling,11.5,88,13
White,14.5,86,22
Port/Sherry,20,89,20
Red,14.6,88,24
White,13.5,90,25
White,14,90,24
White,13,86,15
Red,14,92,27
White,12,86,14
Red,13.5,87,30
Red,13,86,13
White,14,90,15
Red,12.5,90,52
White,14.1,84,50
Rose,13.1,88,25
Sparkling,12.5,90,39
Red,13,86,9
White,13.5,89,19
Red,14.5,83,26
White,14.1,87,16
Red,14.5,91,28
Red,13.5,90,59
Red,13.5,85,26
Rose,13.8,87,18
Red,13.5,89,30
Sparkling,12.5,82,16
Red,14.2,91,42
Red,13.5,86,16
Red,13.8,85,10
Red,13,90,38
Red,13,93,38
Port/Sherry,20,86,40
Red,14.6,88,28
Red,14,90,32
Red,13,89,20
Red,14.3,89,36
Red,15,91,44
White,14,94,49
Red,13.9,90,45
Red,14.5,91,40
Red,13.5,87,16
Rose,12.5,88,20
Rose,12.8,88,16
White,8,91,30
White,12.5,87,20
Red,17,89,70
Red,14.8,87,90
White,12,89,16
White,12.9,86,15
White,11.5,88,95
White,13.5,89,17
Red,15.8,92,26
Red,13.5,84,14
Red,15.6,87,35
White,12,89,50
Red,13.5,89,28
Red,15.3,93,30
Red,14,86,10
Red,14.1,88,40
White,14.7,91,28
Red,15,87,25
Sparkling,11.5,92,32
Red,15,91,26
White,14.6,90,30
Red,13.8,91,55
White,12.5,84,9
White,11.5,86,23
Red,14.5,94,95
Red,14.5,91,62
Red,13.5,85,9
Red,13,91,13
White,14.8,93,45
Sparkling,13,86,32
White,13.5,91,35
White,13,85,14
Red,14.5,89,15
White,14,90,44
Red,14,88,20
Rose,13,86,15
Red,14.2,91,22
Rose,13,90,30
Red,13,84,10
Red,14.9,90,34
Red,14.3,90,53
White,12.5,90,70
Red,13.5,88,17
White,12.5,91,25
Red,14,90,19
Red,14.5,90,85
White,13,89,43
White,13,87,16
Red,13.6,86,41
Red,15.5,90,55
Red,14.2,93,60
Sparkling,12,88,40
White,11,87,13
White,13.5,85,10
Red,15.2,84,32
White,14,91,26
Red,14.5,87,18
Red,13.5,89,62
White,13,88,12
Red,13,93,42
White,14,92,65
Red,13.5,95,205
White,13.5,90,30
Red,14,88,13
White,13.8,88,45
Red,14.7,93,58
White,13.5,91,50
White,12.5,84,33
Red,14.7,91,42
Red,14.9,92,50
White,13.9,87,17
White,12.5,88,18
Red,14.9,92,35
Red,15,95,50
White,14,85,25
Sparkling,11,87,17
Red,14.7,92,40
White,12.8,89,22
Red,14.8,82,50
Rose,12,84,7
Red,14.5,89,23
White,13.9,85,15
Red,15,87,17
Red,13.5,89,53
Red,14.9,88,60
White,13.8,90,19
Red,14,89,20
Dessert,7.5,88,36
Sparkling,11,86,5
Red,13.5,87,10
Red,14.1,87,24
Red,14,88,35
Red,13.5,92,84
Red,15.3,92,80
Red,13,85,15
White,12.8,87,25
Red,15.2,86,37
Sparkling,12,85,21
Red,14.2,92,36
Red,13.9,88,25
Red,13,94,75
Red,14,84,10
White,13,85,7
White,12.5,90,24
Red,14.5,96,242
Red,14.5,87,9
Red,13.5,89,20
Red,14.5,93,30
White,13.5,84,8
White,14.5,87,35
Red,14.5,87,30
Rose,13.5,90,18
Red,13,86,15
Red,13.5,83,15
Red,13,91,52
White,14.1,88,25
Red,14,90,54
Red,13.5,92,22
White,13,93,35
White,14.5,87,22
White,13,90,25
Dessert,14,92,40
White,13.2,90,25
Red,13,82,13
Red,14.5,85,26
Red,14,87,20
Red,14.9,88,48
White,12,90,16
Red,14.1,96,105
Red,14,89,65
Red,13,90,30
Red,14,84,25
White,14,94,45
Red,13.5,87,12
White,12.5,94,24
Red,15.3,85,53
White,13.3,85,9
White,13.5,89,19
Red,14.5,92,12
Sparkling,12.5,88,20
Red,13.7,82,25
Red,14.5,91,60
White,14,88,30
Red,13.9,87,36
White,13.5,87,16
White,14.7,92,24
Red,14,88,29
Red,14.5,88,78
Red,14.9,82,19
Red,12.5,87,30
Red,13.5,88,19
Red,13,81,14
White,13,93,35
Red,13,89,21
White,12.8,85,14
White,13.3,90,26
White,13.6,90,17
Red,14.2,90,48
Red,14,89,12
White,13.5,87,20
Red,13.5,94,110
Red,13.5,88,18
Red,13.9,95,70
Red,14,86,16
Red,13.5,88,45
Red,13,83,17
White,12.5,90,38
White,13,89,19
Red,14,88,35
Red,14.5,90,28
Red,13.8,89,30
Red,13.5,86,13
Red,13,89,14
White,11,85,29
Red,14.5,86,60
Red,11,87,38
Red,13.5,85,20
Sparkling,8,86,7
White,13.5,92,20
Red,14,90,48
Sparkling,11.5,86,15
Red,14.5,88,95
White,12,84,11
